nbr: 45.0 Dist: 300.0 BerMoy: 0.496733333667 BerMin: 0.461 BerMax: 0.537 SnrMoy: -0.0120355795618 SnrMin: -0.270770455397 SnrMax: 0.20961709732 Amp: 0.0 Freq: 2485000000
nbr: 199.0 Dist: 300.0 BerMoy: 0.4996281401 BerMin: 0.454 BerMax: 0.546 SnrMoy: -0.0171933432312 SnrMin: -0.434405567158 SnrMax: 0.403024348982 Amp: 0.001 Freq: 2485000000
nbr: 199.0 Dist: 300.0 BerMoy: 0.491251256897 BerMin: 0.444 BerMax: 0.547 SnrMoy: -0.00544506486414 SnrMin: -0.586788633189 SnrMax: 0.560157880457 Amp: 0.002 Freq: 2485000000
nbr: 198.0 Dist: 300.0 BerMoy: 0.472474746782 BerMin: 0.361 BerMax: 0.528 SnrMoy: 0.111211990034 SnrMin: -1.47721173364 SnrMax: 2.03219067419 Amp: 0.003 Freq: 2485000000
nbr: 199.0 Dist: 300.0 BerMoy: 0.439839195067 BerMin: 0.252 BerMax: 0.516 SnrMoy: 0.219027189026 SnrMin: -1.85698234209 SnrMax: 3.47785963992 Amp: 0.004 Freq: 2485000000
nbr: 198.0 Dist: 300.0 BerMoy: 0.408631313404 BerMin: 0.237 BerMax: 0.518 SnrMoy: 0.0112617336309 SnrMin: -2.45375566688 SnrMax: 1.24857556098 Amp: 0.005 Freq: 2485000000
nbr: 199.0 Dist: 300.0 BerMoy: 0.372422110121 BerMin: 0.142 BerMax: 0.501 SnrMoy: -0.019774958841 SnrMin: -2.08598922243 SnrMax: 2.8331301718 Amp: 0.006 Freq: 2485000000
nbr: 199.0 Dist: 300.0 BerMoy: 0.246944723351 BerMin: 0.021 BerMax: 0.505 SnrMoy: 0.223602910217 SnrMin: -2.48552284157 SnrMax: 7.1560892516 Amp: 0.007 Freq: 2485000000
nbr: 198.0 Dist: 300.0 BerMoy: 0.220757575527 BerMin: 0.024 BerMax: 0.497 SnrMoy: 0.142743512341 SnrMin: -2.01394180426 SnrMax: 6.89602447265 Amp: 0.008 Freq: 2485000000
nbr: 192.0 Dist: 300.0 BerMoy: 0.231588540822 BerMin: 0.0 BerMax: 0.52 SnrMoy: 3.61161840456 SnrMin: -2.78801095953 SnrMax: 21.252885034 Amp: 0.009 Freq: 2485000000
nbr: 188.0 Dist: 300.0 BerMoy: 0.206308510308 BerMin: 0.0 BerMax: 0.513 SnrMoy: nan SnrMin: -2.75151897623 SnrMax: 22.274258956 Amp: 0.01 Freq: 2485000000
nbr: 177.0 Dist: 300.0 BerMoy: 0.181209039959 BerMin: 0.0 BerMax: 0.502 SnrMoy: 4.19497757161 SnrMin: -2.73970003607 SnrMax: 25.5363399133 Amp: 0.011 Freq: 2485000000
